,date, t1, t2, win_percentage1,batting_run_rate1, bowling_economy_rate1, batting_average1, bowling_average1, batting_wicket_rate1, bowling_strike_rate1, batting_index1, bowling_index1,win_percentage2,batting_run_rate2, bowling_economy_rate2, batting_average2, bowling_average2, batting_wicket_rate2, bowling_strike_rate2, batting_index2, bowling_index2,win,zero_count
44,2006-12-07, PAKISTAN, WEST INDIES,0.25,0.7693710118505014,0.7181395348837208,24.114285714285717,12.0625,0.031905195989061066,0.059534883720930236,18.55283240005209,8.662558139534884,0.5,0.8456375838926175,0.7841584158415842,54.0,11.0,0.015659955257270694,0.07128712871287128,45.66442953020134,8.625742574257426,1,0
45,2006-12-10, PAKISTAN, WEST INDIES,0.4,0.7097004279600571,0.6729651162790697,22.11111111111111,11.575,0.03209700427960057,0.05813953488372092,15.692265018227928,7.789571220930233,0.3333333333333333,0.7112299465240641,0.6753086419753086,35.46666666666667,9.767857142857142,0.02005347593582888,0.0691358024691358,25.224955436720144,6.596318342151675,1,0
47,2006-12-16, PAKISTAN, WEST INDIES,0.0,0.6613924050632911,0.9298245614035088,20.9,35.333333333333336,0.03164556962025317,0.02631578947368421,13.823101265822785,32.853801169590646,0.4,0.7858942065491183,0.6776917663617171,44.57142857142857,10.7,0.017632241813602016,0.0633356790992259,35.02842749190356,7.251301900070372,1,1
48,2006-12-28, NEW ZEALAND, SRI LANKA,0.4,0.7153333333333334,0.7262528047868362,22.82978723404255,12.448717948717947,0.03133333333333333,0.05833956619296934,16.33090780141844,9.04091632625664,0.3333333333333333,0.7327249022164276,0.6879049676025918,29.578947368421048,10.982758620689657,0.024771838331160364,0.06263498920086392,21.67323131819117,7.555094213152603,0,1
50,2007-01-06, NEW ZEALAND, SRI LANKA,1.0,0.5137614678899083,0.7382550335570469,11.2,9.166666666666666,0.045871559633027525,0.08053691275167785,5.754128440366973,6.767337807606263,0.4,0.8192668371696504,0.7121212121212122,34.32142857142857,11.0,0.023870417732310314,0.06473829201101929,28.118408232858357,7.833333333333334,0,1
51,2007-01-12, AUSTRALIA, ENGLAND,1.0,0.7485148514851485,0.6924731182795699,19.894736842105264,13.416666666666664,0.037623762376237616,0.05161290322580645,14.891505992704534,9.290681003584226,0.6,0.7088888888888889,0.7468944099378882,30.87096774193548,13.361111111111109,0.022962962962962963,0.05590062111801242,21.88408602150537,9.979339199447896,1,0
52,2007-01-14, AUSTRALIA, NEW ZEALAND,1.0,0.7663782447466008,0.7624161073825504,22.962962962962962,20.285714285714285,0.03337453646477132,0.03758389261744966,17.598315249736753,15.466155321188882,0.5,0.7083333333333334,0.5884244372990354,23.375,5.71875,0.030303030303030307,0.10289389067524116,16.557291666666668,3.3650522508038585,1,0
54,2007-01-19, AUSTRALIA, ENGLAND,1.0,0.8094390026714159,0.7650050864699899,25.97142857142857,15.666666666666664,0.031166518254674976,0.048830111902339775,21.022287240809053,11.985079688029842,1.0,0.6677524429967426,0.6666666666666666,22.777777777777782,14.714285714285715,0.02931596091205212,0.0453074433656958,15.209916757148028,9.809523809523807,1,0
55,2007-01-21, AUSTRALIA, NEW ZEALAND,1.0,0.772133526850508,0.7394136807817591,23.644444444444453,15.133333333333333,0.03265602322206096,0.0488599348534202,18.25666827930979,11.189793702497282,0.25,0.7106976744186047,0.7263948497854077,23.15151515151515,10.257575757575758,0.03069767441860465,0.07081545064377683,16.453727977448903,7.451050201586683,1,0
56,2007-01-23, ENGLAND, NEW ZEALAND,0.5,0.6539855072463768,0.6400709219858156,24.066666666666666,10.617647058823527,0.02717391304347826,0.060283687943262415,15.739251207729467,6.796047142261161,0.2,0.7175018155410312,0.7294213528932355,24.09756097560976,10.406976744186048,0.02977487291212781,0.07008964955175223,17.290043750110705,7.591071056272625,0,1
60,2007-01-30, ENGLAND, NEW ZEALAND,0.25,0.6739130434782609,0.5874751491053678,26.23076923076923,7.986486486486488,0.025691699604743084,0.073558648111332,17.677257525083608,4.691862339476653,0.0,1.0806451612903225,1.1064516129032258,67.0,34.3,0.016129032258064516,0.03225806451612903,72.4032258064516,37.95129032258064,0,2
61,2007-01-31, INDIA, WEST INDIES,0.0,0.8610354223433242,0.8056497175141243,30.095238095238088,14.854166666666664,0.028610354223433238,0.05423728813559322,25.913066043856233,11.96725517890772,1.0,0.9747292418772564,0.8963210702341137,38.57142857142857,13.4,0.02527075812274368,0.06688963210702341,37.59669932955131,12.010702341137126,1,1
62,2007-02-02, AUSTRALIA, ENGLAND,1.0,0.867816091954023,0.9653679653679652,30.2,37.16666666666666,0.02873563218390805,0.025974025974025976,26.20804597701149,35.879509379509365,0.2,0.7490636704119851,0.6471482889733841,30.303030303030305,9.455555555555557,0.024719101123595502,0.06844106463878327,22.698899103393487,6.119146599070554,0,1
63,2007-02-04, AUSTRALIA, NEW ZEALAND,0.6666666666666666,0.8911483253588517,0.9137199434229136,33.86363636363637,20.1875,0.02631578947368421,0.04526166902404526,30.177522836015658,18.445721357850076,0.5,0.9612277867528272,1.0442338072669826,45.769230769230774,27.54166666666667,0.0210016155088853,0.03791469194312797,43.994656393687094,28.75993944181148,1,0
64,2007-02-04, SOUTH AFRICA, PAKISTAN,1.0,0.7810457516339869,0.7732558139534884,29.875,12.666666666666664,0.026143790849673203,0.061046511627906974,23.33374183006536,9.794573643410851,0.5,0.7117834394904459,0.874031007751938,26.294117647058826,37.583333333333336,0.02707006369426752,0.02325581395348837,18.71571749718996,32.84899870801033,1,0
66,2007-02-07, SOUTH AFRICA, PAKISTAN,1.0,0.8950766747376917,0.7818930041152263,36.96666666666667,12.258064516129034,0.024213075060532687,0.06378600823045268,33.08800107613667,9.584494889154387,0.3333333333333333,0.7401315789473685,1.007168458781362,25.0,35.125,0.02960526315789473,0.028673835125448032,18.503289473684205,35.37679211469534,0,1
67,2007-02-09, AUSTRALIA, ENGLAND,0.75,0.9015679442508712,0.9304865938430984,35.6896551724138,22.309523809523807,0.025261324041811847,0.041708043694141016,32.17664904481557,20.758712819785316,1.0,0.8823529411764706,0.8231511254019293,38.57142857142857,16.0,0.02287581699346405,0.05144694533762058,34.033613445378144,13.170418006430866,0,1
68,2007-02-11, AUSTRALIA, ENGLAND,0.6,0.8888121546961326,0.9056316590563166,33.0,22.037037037037038,0.026933701657458564,0.0410958904109589,29.330801104972377,19.95743841253735,1.0,0.8531810766721044,0.8314238952536824,40.230769230769226,14.111111111111109,0.021207177814029362,0.058919803600654665,34.324131007654664,11.732314966357519,0,1
69,2007-02-11, SOUTH AFRICA, PAKISTAN,0.8,0.9455958549222798,0.7944307944307945,42.941176470588225,11.829268292682926,0.022020725388601038,0.06715806715806716,40.604998476074364,9.397535007291106,0.5,0.7622739018087855,1.0455341506129596,23.91891891891892,37.3125,0.03186907838070629,0.02802101576182137,18.232767651372303,39.011492994746064,1,0
72,2007-02-14, INDIA, SRI LANKA,0.2,0.9111111111111112,0.7876288659793814,38.4375,13.325581395348838,0.023703703703703703,0.059106529209621984,35.020833333333336,10.495612562934546,1.0,0.7974683544303798,0.8371335504885994,28.0,16.0625,0.02848101265822785,0.05211726384364821,22.329113924050635,13.446457654723126,1,0
75,2007-02-18, NEW ZEALAND, AUSTRALIA,0.4,0.8414872798434442,0.9675141242937854,35.833333333333336,26.34615384615385,0.02348336594911937,0.03672316384180791,30.15329419439009,25.490275966970888,0.0,0.9030303030303032,0.4884488448844885,149.0,7.4,0.0,0.06600660066006599,134.55151515151516,3.6145214521452145,1,2
78,2007-03-16, ENGLAND, NEW ZEALAND,1.0,0.8609693877551021,0.8151351351351351,32.142857142857146,14.5,0.026785714285714284,0.05621621621621622,27.674016034985428,11.819459459459459,1.0,1.141914191419142,1.1363636363636365,69.2,19.444444444444443,0.0165016501650165,0.05844155844155844,79.02046204620463,22.09595959595959,0,1
79,2007-03-17, BANGLADESH, INDIA,0.0,0.7768456375838926,0.7871559633027523,25.722222222222218,23.83333333333333,0.0302013422818792,0.03302752293577982,19.982196122296788,18.760550458715603,1.0,0.8779661016949153,1.031372549019608,37.0,43.83333333333334,0.023728813559322038,0.023529411764705882,32.484745762711874,45.20849673202615,1,1
80,2007-03-21, BANGLADESH, SRI LANKA,0.3333333333333333,0.7242524916943521,0.735781990521327,23.357142857142854,22.178571428571423,0.031007751937984492,0.03317535545023697,16.91646891314665,16.318593432633715,0.3333333333333333,0.8717948717948718,0.8170865279299014,44.0,16.217391304347824,0.01981351981351981,0.05038335158817087,38.358974358974365,13.251011952950142,0,1
81,2007-03-23, INDIA, SRI LANKA,0.5,0.7592592592592593,0.8078291814946619,37.583333333333336,17.46153846153846,0.020202020202020204,0.046263345195729534,28.535493827160497,14.105940323022173,0.5,0.7926267281105991,0.8721311475409836,31.85185185185185,19.703703703703702,0.02488479262672811,0.04426229508196721,25.24662911759686,17.18421372191864,0,1
82,2007-03-24, AUSTRALIA, SOUTH AFRICA,0.0,1.0853816300129366,0.9080962800875274,59.92857142857143,21.842105263157894,0.018111254851228976,0.04157549234135667,65.04537054148956,19.834734538753892,1.0,0.6023622047244095,0.8618784530386742,15.3,78.0,0.03937007874015748,0.011049723756906077,9.216141732283466,67.22651933701658,1,1
83,2007-03-27, WEST INDIES, AUSTRALIA,0.6666666666666666,0.8247914183551848,0.8903803131991052,26.615384615384613,17.304347826086953,0.03098927294398093,0.05145413870246085,21.95214082699184,15.407450637097561,0.25,1.1280148423005565,0.9289256198347108,60.8,19.379310344827584,0.01855287569573284,0.04793388429752066,68.58330241187383,18.001937874038187,0,1
84,2007-03-28, SOUTH AFRICA, SRI LANKA,0.5,0.8127272727272727,1.0967078189300412,22.35,38.07142857142857,0.03636363636363636,0.02880658436213992,18.164454545454547,41.75323339212228,0.6,0.7723577235772358,0.8580729166666666,28.243243243243235,19.96969696969697,0.02734663710273466,0.04296875,21.813887057789497,17.135456123737377,1,0
85,2007-03-29, WEST INDIES, NEW ZEALAND,0.5,0.8817391304347826,0.8616298811544991,31.6875,15.37878787878788,0.02782608695652174,0.05602716468590832,27.94010869565217,13.250823172300253,1.0,0.9964157706093191,0.903069466882068,61.77777777777778,17.46875,0.016129032258064516,0.051696284329563816,61.556352050975704,15.775494749596126,0,1
86,2007-03-31, AUSTRALIA, BANGLADESH,0.4,1.0535976505139502,0.95069033530572,47.83333333333334,20.65714285714286,0.022026431718061675,0.046022353714661415,50.39708761625062,19.6385460693153,0.25,0.8033057851239669,0.6844070961718021,30.375,15.270833333333336,0.026446280991735537,0.04481792717086835,24.400413223140486,10.451466697790227,1,0
88,2007-04-02, BANGLADESH, NEW ZEALAND,0.2,0.8337200309358082,0.6917355371900826,33.6875,13.95,0.02474864655839134,0.04958677685950413,28.08594354215004,9.649710743801652,1.0,0.9198998748435544,0.8269662921348314,61.25,14.153846153846152,0.015018773466833541,0.05842696629213484,56.3438673341677,11.704753673292997,0,1
89,2007-04-04, ENGLAND, SRI LANKA,0.75,0.8073059360730593,0.8169491525423729,31.57142857142857,16.066666666666666,0.025570776255707764,0.05084745762711865,25.487801696020874,13.125649717514124,1.0,0.6959706959706959,0.9528301886792452,19.0,30.3,0.03663003663003663,0.031446540880503145,13.223443223443224,28.87075471698113,0,1
94,2007-04-12, NEW ZEALAND, SRI LANKA,1.0,0.929735234215886,0.7692307692307693,70.23076923076923,12.638888888888891,0.013238289205702648,0.06086221470836856,65.29602067993106,9.722222222222225,1.0,0.734375,0.8621794871794872,23.5,17.933333333333334,0.03125,0.04807692307692308,17.2578125,15.461752136752136,0,1
95,2007-04-14, NEW ZEALAND, SOUTH AFRICA,0.8,0.8768396591789309,0.7726962457337884,56.6,14.15,0.01549186676994578,0.054607508532423216,49.6291247095275,10.933651877133103,0.6,0.7770130763936682,0.9629629629629628,23.04081632653061,24.142857142857146,0.033723331039229185,0.039886039886039885,17.903015576499012,23.24867724867725,1,0
96,2007-04-16, AUSTRALIA, SRI LANKA,1.0,0.8045602605863192,0.8581314878892734,24.7,41.333333333333336,0.03257328990228013,0.020761245674740483,19.872638436482085,35.46943483275663,1.0,0.7517482517482518,0.8113612004287245,29.318181818181817,17.204545454545453,0.02564102564102564,0.04715969989281887,22.039891926255564,13.959100652830555,1,0
98,2007-04-19, WEST INDIES, BANGLADESH,0.0,1.1596091205211727,0.9537953795379538,89.0,16.055555555555557,0.013029315960912051,0.0594059405940594,103.20521172638438,15.313714704803814,0.5,0.7124773960216998,0.5786713286713286,21.88888888888889,10.34375,0.0325497287522604,0.05594405594405594,15.595338557363874,5.985631555944057,1,1
100,2007-04-21, WEST INDIES, ENGLAND,0.5,0.960655737704918,0.7304347826086957,65.1111111111111,11.052631578947368,0.014754098360655738,0.06608695652173913,62.549362477231334,8.073226544622425,0.5,0.5280701754385965,0.8403361344537815,18.8125,13.636363636363635,0.02807017543859649,0.061624649859943974,9.934320175438597,11.45912910618793,0,1
101,2007-04-24, NEW ZEALAND, SRI LANKA,0.0,0.8109756097560976,1.10828025477707,13.3,29.0,0.06097560975609756,0.03821656050955414,10.7859756097561,32.140127388535035,0.75,0.7809439002671416,0.7921031426269137,35.08,15.359375,0.02226179875333927,0.0515713134568896,27.395512021371328,12.166209206285252,0,2
102,2007-04-25, AUSTRALIA, SOUTH AFRICA,1.0,0.8837459634015071,0.8537604456824512,31.57692307692308,19.15625,0.02798708288482239,0.04456824512534819,27.90597830587066,16.354848537604457,1.0,1.2975206611570247,0.5202702702702703,157.0,7.7,0.008264462809917356,0.06756756756756757,203.71074380165288,4.006081081081081,1,0
103,2007-04-28, AUSTRALIA, SRI LANKA,1.0,0.8076602830974188,0.8389923329682366,26.944444444444446,20.157894736842106,0.029975020815986683,0.0416210295728368,21.76195762790267,16.912319132991296,0.8,0.7828282828282829,0.8185328185328186,31.0,17.18918918918919,0.02525252525252525,0.047619047619047616,24.267676767676768,14.069915475320881,1,0
104,2007-05-10, BANGLADESH, INDIA,0.3333333333333333,0.6363636363636364,0.6411428571428571,18.75,13.357142857142858,0.033939393939393936,0.048,11.931818181818182,8.563836734693878,0.3333333333333333,0.7747252747252747,0.7698795180722892,39.16666666666666,13.891304347826088,0.019780219780219783,0.05542168674698795,30.34340659340659,10.694630696699843,0,1
105,2007-05-12, BANGLADESH, INDIA,0.25,0.6932021466905188,0.7012089810017271,22.142857142857146,15.615384615384615,0.03130590339892665,0.04490500863557858,15.34947610529006,10.949647934103892,0.5,0.8013411567476949,0.7916295636687445,41.56521739130435,14.816666666666665,0.019279128248114,0.05342831700801425,33.307919384817225,11.729311368358564,0,1
106,2007-06-26, INDIA, SOUTH AFRICA,0.6,0.7975951903807615,0.8202797202797203,37.3125,15.43421052631579,0.02137608550434202,0.05314685314685315,29.760270541082164,12.66036989326463,0.5,0.981012658227848,0.5334507042253521,77.5,7.575,0.012658227848101266,0.07042253521126761,76.02848101265823,4.040889084507042,0,1
108,2007-07-01, INDIA, SOUTH AFRICA,1.0,0.7385620915032679,0.7541528239202658,37.66666666666666,28.375,0.0196078431372549,0.026578073089701,27.81917211328976,21.399086378737547,0.5,0.8481561822125814,0.6533898305084745,55.85714285714285,11.338235294117649,0.015184381778741863,0.0576271186440678,47.37558103501704,7.4082876370887325,1,0
109,2007-07-01, ENGLAND, WEST INDIES,0.6666666666666666,0.6887871853546911,0.8915304606240714,24.08,14.285714285714285,0.028604118993135013,0.062407132243684986,16.58599542334096,12.736149437486734,0.3333333333333333,0.956803455723542,0.8202502844141071,46.631578947368425,12.875,0.02051835853131749,0.06370875995449374,44.61725588268728,10.560722411831627,1,0
110,2007-07-04, ENGLAND, WEST INDIES,0.75,0.6996615905245347,0.8135223555070883,23.62857142857143,12.032258064516132,0.029610829103214886,0.06761177753544166,16.532003867536865,9.78851092271432,0.25,0.8820512820512819,0.7969671440606572,35.586206896551715,12.447368421052632,0.024786324786324785,0.06402695871946082,31.388859416445623,9.920143661597127,0,1
111,2007-07-07, ENGLAND, WEST INDIES,0.6,0.7401205626255861,0.7985074626865671,27.625,11.74390243902439,0.02679169457468185,0.06799336650082917,20.445830542531816,9.377593738623952,0.4,0.8560657984921178,0.8170894526034713,32.02564102564103,14.232558139534886,0.026730637422892396,0.057409879839786376,27.416055956837315,11.629273139379638,0,1
114,2007-07-25, SRI LANKA, BANGLADESH,1.0,0.6193656093489148,0.6838565022421524,23.1875,10.166666666666666,0.02671118530884808,0.06726457399103139,14.361540066777964,6.95254110612855,0.0,0.7157360406091371,0.4675767918088738,28.2,6.85,0.02538071065989848,0.06825938566552901,20.183756345177667,3.202901023890785,1,1
116,2007-08-24, ENGLAND, INDIA,1.0,0.9504950495049505,0.5935483870967742,144.0,9.2,0.006600660066006601,0.06451612903225806,136.87128712871288,5.460645161290323,0.6666666666666666,0.6957605985037406,0.8411097099621689,24.26086956521739,33.35,0.028678304239401493,0.02522068095838588,16.879757128916836,28.051008827238327,0,1
117,2007-08-27, ENGLAND, INDIA,0.5,0.9967689822294022,0.805111821086262,68.55555555555556,14.0,0.014539579967689824,0.057507987220447275,68.33405133728236,11.271565495207668,0.75,0.7853309481216458,0.8981064021641119,28.322580645161292,29.294117647058826,0.027728085867620756,0.030658250676284943,22.24259911131629,26.309234604572215,1,0
118,2007-08-30, ENGLAND, INDIA,0.6666666666666666,0.9666307857911732,0.8076086956521739,52.82352941176471,13.267857142857142,0.01829924650161464,0.060869565217391314,51.06084974355727,10.715236801242234,0.6,0.7910764872521246,0.8999295278365046,27.243902439024392,25.54,0.029036827195467418,0.03523608174770965,21.552010640503006,22.984200140944328,1,0
120,2007-09-05, ENGLAND, INDIA,0.6,0.9311688311688312,0.8211103495544894,43.45454545454545,13.930232558139535,0.021428571428571432,0.05894448252227553,40.46351829988193,11.438258125189282,1.0,1.004149377593361,1.051948051948052,30.25,27.0,0.03319502074688797,0.03896103896103896,30.375518672199174,28.402597402597408,0,1
122,2007-10-01, SRI LANKA, ENGLAND,1.0,0.6718009478672986,0.6754385964912281,21.80769230769231,9.24,0.030805687203791468,0.07309941520467836,14.650428363106089,6.241052631578947,1.0,0.6470588235294118,0.8430493273542601,18.7,31.33333333333333,0.034602076124567484,0.02690582959641256,12.1,26.415545590433478,1,0
